source_offset,source_id,content_group,marker_stratum,restrictive_notice,open_licence_marker,public_domain_marker,government_copyright_marker,copyright_marker,first_marker_offset,marker_within_initial_120k,classification_tied,script_group,prompt_chars,domains
591,311429c01ba9f39f7096769a9146bc35939990f2b7b8afcc,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,833,True,False,latin_or_other,126679,chinaplanning.org;eandu.sagepub.com;earthprint.com;earthscan.co.uk;eau.sagepub.com;environmentandurbanization.org;finance.people.com.cn;financialnews.com.cn;ghs.miit.gov.cn;gov.cn;iied.org;ilo.org;mohurd.gov.cn;people.com.cn;politics.people.com.cn;pubs.iied.org;sagepub.co.uk;sagepub.com;sdpc.gov.cn;stats.gov.cn;unfpa.org
599,81205775f405f79a7ec052f3695dd0ede07da47e879d1fb3,books/literary/publisher,generic_copyright_or_bibliographic_marker,False,False,False,False,True,44887,True,True,latin_or_other,45521,
600,3f1d3be96f95fb0ba64a9b8859256719fdd3b95479c03c81,books/literary/publisher,generic_copyright_or_bibliographic_marker,False,False,False,False,True,15593,True,False,latin_or_other,44696,sladesone.com;snopes.com
604,5c5e5ca1e6574f6598f6a96782c543ea3a67b38e94427d11,corporate/financial/ESG,generic_copyright_or_bibliographic_marker,False,False,False,False,True,723,True,False,latin_or_other,116302,auasb.gov.au;nrc.nsw.gov.au
606,5344739fef5d9b1354fd030e3b815d37f8597a83afe1b4af,scholarly/research,explicit_restrictive_notice,True,False,False,False,True,315,True,False,latin_or_other,227848,adb.org;icdc.co.ke;iprjb.org;margaretwheatley.com;ssrn.com
613,d5f5658c45424cab49f3312c86634840fe8ae0cd9d8589f8,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,2,True,False,latin_or_other,62613,
626,a228d4c6f309db91e9268a6e70c34c2fe8c127913ecd279c,unclassified/mixed,generic_copyright_or_bibliographic_marker,False,False,False,False,True,27875,True,False,han,27931,
628,9b804a98486f04d685382c59bb48396b95eb09c5af5d6394,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,21252,True,False,latin_or_other,210483,constitution.ie;iccl.ie;lawreform.ie;ohchr.org
631,5dfc4cdeaf678dffe128c7dba0d00acf1112d7a1b1a758d2,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,31142,True,False,latin_or_other,34726,
636,fd1627dffaf12c53de36551e23c2fe37cfb7e70111c3c16f,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,363,True,False,latin_or_other,209218,alz.org;csnews.com;developer.android;doi.acm.org;duo.uio.no;dx.doi.org;ec.europa.eu;its-wiki.no;owasp.org;polar.com;sciencebuddies.org;statista.com;theguardian.com
642,7039c6727d5b2b31d511cbf26a9e66ac4877aab4af8d9013,books/literary/publisher,generic_copyright_or_bibliographic_marker,False,False,False,False,True,26792,True,False,latin_or_other,102249,doverpublications.com;lccn.loc.gov
648,3b3a93f2f160b71f948e57866e31f688b0b14207be94e26b,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,227,True,False,latin_or_other,112484,72hours.org;beprepared.com;cdihp.org;cms.hhs.gov;disabilitypreparedness.gov;emergency.cdc.gov;emprep.com;fda.gov;fema.gov;homelandpreparedness.com;hud.gov;ilrcsf.org;mcph.org;nimsonline.com;nod.org;pep-c.org;ready.gov;redcross.org;safecomprogram.gov;ynhhs.emergencyeducation.org
649,6c7b80cad22ca819da178269c549bee9624b9a963faa10cb,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,2900,True,False,latin_or_other,138812,
665,08ac601371ec2c4084d7ee258c9ab42f6cb937f1eaeb0c80,scholarly/research,explicit_public_domain_marker,False,False,True,False,True,475,True,False,latin_or_other,216851,purlandtraining.com.we
666,117e0f6d9e8cdf084f08eff9a125e658af02a4250dc70bec,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,7437,True,False,han,65327,
672,8daffb65cdd630512f66dd8d124f43b455302bfd90a3367e,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,257,True,False,latin_or_other,60293,dianarennbooks.com;patricklohier.com
673,93800532e2ce915d5af24ea28a835b192118f8c6efda4f6a,corporate/financial/ESG,generic_copyright_or_bibliographic_marker,False,False,False,False,True,197,True,False,han,23022,
681,1742195512b06c8351362071db1132489141e6c960d359d0,software/code/technical-QA,generic_copyright_or_bibliographic_marker,False,False,False,False,True,1515,True,False,latin_or_other,18758,expeditor.chef.io;github.com
682,b35e1d4cb8699e5736e0dda162d20c357607831253f505b8,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,118,True,False,latin_or_other,118779,draperyschool.com;gibbs-smith.com;leadcheck.com;slipcoveramerica.net;slipcovernetwork.org;waoamembersite.com;wcaa.org;wfcppro.com
703,3a3442af3ea0e665857d1b9c52f492c3bff67eec19a8c041,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,2109,True,True,han,15263,
709,ba9e75aaa4d6da7306040c131b2b8ee0e7ff3cc7d84584f6,government/legal/procurement,explicit_restrictive_notice,True,False,False,False,True,85,True,True,han,57453,hrecchina.org;weibo.com
715,6eeb3333cf3b859d0a1a4c25398184693c142777b678ed05,news/blog/general web,explicit_public_domain_marker,False,False,True,False,True,7654,True,False,latin_or_other,46968,wishboneash.co.uk
723,4f1fc4df23a66ab8898a4e9e06db4e5baf448795950437b3,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,236,True,False,latin_or_other,108295,jenniferfallon.com;reynox.wordpress.com;twitter.com;voyagerblog.com.au
733,b3708ad951f04a768d585a68f10d8757db3de3870dac144e,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,664,True,False,latin_or_other,85343,counterpointpress.com
740,3b867448f947b9a68cf46f8cfdaeb6a163cc4a6e6594f0b9,manual/technical documentation,generic_copyright_or_bibliographic_marker,False,False,False,False,True,7614,True,False,han,52974,
753,6c27de5012e82678059674eea4eef0f76ca2b5b0d2b3ac90,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,894,True,False,latin_or_other,40464,constablerobinson.com
755,2e62e8c9123d219467854f1093152cd2cf17e4ad90f35f9f,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,1142,True,True,latin_or_other,150423,
759,37cf7eac16c3e00f2b679e512eec93561a875ffa8ca03eaa,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,29823,True,False,han,57390,ccgp.gov.cn;creditchina.gov.cn;ggb.sx.gov.cn;zcygov.cn;zfcg.czt.zj.gov.cn
760,3a4cc163d47d5d049960b94ab5fc21d3c196483ffe51d59b,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,2718,True,True,latin_or_other,102724,ecbcs.org;empa-ren.ch;miloni.ch
763,c7dfd1927227ada9fa8b03754b9e8a6ae4ac44ff3348190c,books/literary/publisher,mixed_restrictive_and_open_or_public,True,True,False,False,True,990,True,False,latin_or_other,39724,365sketches.org;drupalnortheast.org.uk;earlgreyandbattenburg.co.uk;en.flossmanuals.net;esdev.net;inkscape.org;inkscapeforum.com;inkscapetutorials.wordpress.com;launchpad.net;openclipart.org;packtlib.packtpub.com;packtpub.com;peacockcarter.co.uk;planet.inkscape.org;screencasters.heathenx.org;tavmjong.free.fr;twitter.com;wiki.inkscape.org;xquartz.macosforge.org
764,310beac3eb9e5695b6e222c9cf83266e899b23968b263262,books/literary/publisher,generic_copyright_or_bibliographic_marker,False,False,False,False,True,91,True,False,latin_or_other,30660,martha-stone.blogspot.com
766,48fa7b356b419e3fc3058d07dce5d5fb941a728d0adee0fc,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,3059,True,False,latin_or_other,115688,accesscopyright.ca;booksupport.wiley.com;cowgirlcreamery.com;culturecheesemag.com;dibruno.com;dummies.com;dummies.custhelp.com;formaggiokitchen.com;fromagination.com;murrayscheese.com;pastoralartisan.com;wiley.com;zingermans.com
775,e089392aa9fe9aaa092e41e75f15572630e356b74628297b,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,808,True,False,latin_or_other,55883,gooseberrypatch.com
777,afa078c38201884c948bcf5cabcd2f04b4f78cc5035c4dcf,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,112246,True,False,latin_or_other,151252,aspsummerreading.weebly.com;ccdmd.qe.ca;lepointdufle.net;tv5.org
796,c6ec73a117cc7489e339097ad0e250a7480982d02965918a,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,2,True,False,latin_or_other,43325,
801,a673cbe969a27af60102ed4988e379e8bc9023a998f4bb33,books/literary/publisher,generic_copyright_or_bibliographic_marker,False,False,False,False,True,236,True,False,latin_or_other,51937,
805,1058a5d96e9db28b78c9ebacd0769d305e671870f693ed43,corporate/financial/ESG,explicit_restrictive_notice,True,False,False,False,True,525,True,False,han,20562,001515.cn.90114999.com;0088hg.cc;030033.com;100lu.tv.1198088.com;113766.com.504501.com;113766.com.yf588.net;118.com;14339.com;1564t.com.la5001.com;15k2.com.v99019.com;1690uu.com;180dvd.com;21988.cc.v9162.com;21j8.com;280333.com;282233.com;300yu.com.55508444.com;33033s.com;333444.com;35509.com;35ue.com;36282.com;381mm.com;382msc.com;386998.com;39221.com;4388.net;438bb.com;449b.com;4623.com;4798.net;494ji.com.0707075.com;49549.com.97000.org.bet66632.com;559118.com;56824.com;587766.com;5b5b5b.com;619p.com.97780033.net;655266.com;665166.com;6hcp.com;768788.com;7778dj.com;77np3.com;78345.zt6699.com;79667.com;7eyyy.com;81238.com;822833.com;82929.com;839518.com;8473.com.xqdc888.com;84fi.com;8567.net;865789.com;874444.com;87776.com.d88.com;881414.com;8877h.com.77518x.com;8888x.com.h0569.com;8989.hk;908777.com;9090pa.com;92622.com;987345.com;988999.com;99249.com;99274.com;995100.con.288596.com;995799.com;9xfdy.com;b44499.com;b568.cn;bet9.com;bf805.com;bm3737.com;bs1122.com;bx9088.com;ccc727.com.bm9228.com.pj0368.com;chu777.com;ddb999.com;debulu.net;dg7777.com.shen3366.com;dj5858.com;dodoxx.com;ds3088.com;ds663.com;evebet.com;f9595.com;gm0444.com.6101166.com;hbtycp.com;he1588.com;hg1482.com;hg2275.com;hg265.com.365.comcn;hg32.com;hg3850.com;hg7248.com.sss0134.com.bm9608.com;hg8141.com;hhh29.com;hk3466.com.790065.com;j8887.com;jl0003.com;js9736.com.yhh02.com;jxycw.com;jxycw.com.1304567.com;kdw520.com.1003xpj.com;kf9999.com.95995511.com;kj8855.con;kk718.com;ll333.com;lp77.com.0707075.com;m1000.com;m49.com;mapai8.com;mufans.org;my333.cn;my366.net;pj0008.com;pj238.com;pj477.com;pj568.com.997761.com.1122yd.com.xq3311.com;pj685.com;pj860.com;pj9800.com;pu1199.com;qm789.com;qvnwro.com;s377.net.yin5588.com;sc003.com;spj22.com;tm5518.com;tt.cc;u588.cc;uuu730.com.1432000.com;vanho.cn;vic008.com;vic008.com.29886r.com;vv938.com;x.365.xus;xg890.com;xh8866.com;xin29.com;xmx003.com;xn999.net;yh8008.com;ys6666.net.ag2006.com;ys6666.net.v7433.com;zh667.com;zt67.com
806,a4f87384198931e8c735fa2384f8355c498c98f0976e456d,news/blog/general web,explicit_restrictive_notice,True,False,False,False,True,33803,True,False,latin_or_other,34810,randomhouse.com
813,d98952601f34295c528e72f14e986759362bb4b8118891c6,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,87,True,False,latin_or_other,104122,timlebbon.net;tor.com;us.macmillanusa.com
828,80ca87271f084dc7f56310b7127248f4344e20e06f9641f4,scholarly/research,explicit_restrictive_notice,True,False,False,False,True,93527,True,False,latin_or_other,95073,triumphbooks.com
832,f6e3532f30e8b5d7bb1fe30bb14ef8ad655b016a2eb8adfd,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,7905,True,False,latin_or_other,128314,ers.usda.gov;gao.gov
838,2c2d4d48b117f2256ac25635758d3042716edec794149980,scholarly/research,explicit_restrictive_notice,True,False,False,False,True,84892,True,True,latin_or_other,222842,beckershospitalreview.com;brookings.edu;deloitte.com;worldbank.org
839,fca4b4fd286ff4eb723bd15784db9f876dd147080d36daaf,education/course/textbook,generic_copyright_or_bibliographic_marker,False,False,False,False,True,85015,True,False,han,85721,bie.org;infosci.otago.ac.nz;otago.ac.nz
842,ca49ba89eca9a5ac015837e013196ba5501e45f1a73d4e2f,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,68515,True,False,latin_or_other,71959,alfaguara.com
850,4f02d5f45a7d9912e90e8f04585ef1911071c989dbc6043f,scholarly/research,explicit_restrictive_notice,True,False,False,False,True,1073,True,False,latin_or_other,145711,aaai.org;acm.org;ainowinstitute.org;arxiv.org;ash.harvard.edu;brightplanet.com;brookings.edu;californialawreview.org;cc.gatech.edu;cihr.eu;citeseerx.ist.psu.edu;core.ac.uk;cs.cityu.edu.hk;cs.cornell.edu;cs.stanford.edu;darpa.mil;digital.law.washington.edu;digitalcommons.law.yale.edu;doi.org;dx.doi.org;dzone.com;en.wikipedia.org;forbes.com;ftc.gov;gao.gov;govexec.com;govtech.com;hastingslawjournal.org;itu.int;jolt.law.harvard.edu;journals.sagepub.com;lawdigitalcommons.bc.edu;motherjones.com;nber.org;nytimes.com;obamawhitehouse.archives.gov;openscholarship.wustl.edu;papers.ssrn.com;pewinternet.org;propublica.org;pti.org;queue.acm.org;rand.org;researchgate.net;ri.cmu.edu;scholarlycommons.law.northwestern.edu;scholarship.law.duke.edu;scholarship.law.upenn.edu;semanticscholar.org;slideshare.net;ssrn.com;technologyreview.com;theguardian.com;thenextweb.com;utilitydive.com
852,8560c27c24d46a0ed0f87031af623b5e98b1521024aeefba,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,16363,True,False,han,57369,hlyzztb.com;qjq.gov.cn;qzggzy.com;tseal.cn
854,91bc42b0fbb6de87fbe0879e80beba18d50bef4736ecb4b6,software/code/technical-QA,generic_copyright_or_bibliographic_marker,False,False,False,False,True,61984,True,False,latin_or_other,68708,buttons.github.io;github.com;gohugo.io;spf13.com;w3.org
861,13afecd3414ca37f236462f0795fac2b14913109b93f5cb1,news/blog/general web,generic_copyright_or_bibliographic_marker,False,False,False,False,True,7709,True,False,latin_or_other,57675,blogs.desmoinesregister;cbsnews.com;consumerist.com;en.wikipedia.org;examiner.com;nationalreview.com;o.canada.com;sfgate.com;thinkprogress.org;wptv.com;youtube.com
867,547e91848e78edda3e89a5f3acd57f092cb94b66b6d9ca12,scholarly/research,explicit_restrictive_notice,True,False,False,False,True,110840,True,False,latin_or_other,111624,fairtradefabric.co.uk;greenfibres.com;organiccotton.biz;pavilionbooks.com;texere-yarns.co.uk;textilesociety.org.uk;wildcolours.co.uk
868,ae65def5b492b5bfa9fdef64f82c32c33a93b45b293ec960,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,56920,True,False,latin_or_other,69373,imdb.com;redbubble.com
879,61f5202b35ff034e8641ea950986b8cdde2937db067f97d1,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,81624,True,False,latin_or_other,236842,
884,360bae8a591a4b89cdbe2850f0fa6d8ceb413a0bc660b377,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,99566,True,False,latin_or_other,100633,openroadmedia.com
887,f775d832e8abf478f1aa9604acd62b07d5c95796dee8a555,books/literary/publisher,generic_copyright_or_bibliographic_marker,False,False,False,False,True,372,True,False,latin_or_other,82070,arcadiapublishing.com;imagesofamerica.com
888,bd4a6562add533ac0af32e6355b868cc9dfabd3b0f92ad58,corporate/financial/ESG,generic_copyright_or_bibliographic_marker,False,False,False,False,True,47238,True,False,latin_or_other,262932,westerndigital.com
893,1e1f4767ae34030ebba9e268d82da38193b72e6da9f63dee,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,78817,True,False,latin_or_other,79130,penguin.com
894,13cdff96314321ca56f66ef518922b8cb584613a25fbd123,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,138,True,False,latin_or_other,53658,adb.org;adb.orghttp;citypopulation.de;dx.doi.org;giovanni.sci.gsfc.nasa.gov;nasa.gov
897,889f4a1caf37cae9a8cdffc261b1c5553af84509127d9afa,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,657,True,False,latin_or_other,69003,ccbpublishing.com
900,804459b815a4f34bb727b4922ba25f449fe4b070e405adaa,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,117,True,False,latin_or_other,70948,amherstmedia.com;facebook.com;instagram.com;powerofprintfilm.com;twitter.com;youtube.com
906,7b95d0a8cfd2c3e0416491c72fe227172155547ddd8e0f11,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,292,True,False,latin_or_other,23014,
921,6ed0e7fe14f3500c87847503436bb692c5bd271d49c912f2,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,75,True,False,latin_or_other,72508,
928,abdfa4018da7d0265dcddce2ad4c9d38c46cd7038f1dd197,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,3776,True,False,han,25342,ahtcm.edu.cn;aufe.edu.cn;aust.edu.cn
930,419c3606164c06da256b482bd11e2282a9d3655e5b00326e,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,2,True,False,latin_or_other,96365,starwars.com
934,ecf4816b134d714cea1d80a9850c5da5c77ad68277416b62,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,205,True,False,latin_or_other,189972,cenelec.org;du.edu;eia.org;icbo.org;iec.ch;iso.org;nfpa.org;osha.gov;panduit.com;siri.uvm.edu;tiaonline.org;ul.com
939,d0bdf2eab13f56df47a747756d1eafcd44cf194725f5156e,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,44156,True,False,latin_or_other,44971,
943,d04975bb7c46efa0c1778435effb62d54b3389ef998c4a0c,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,221,True,False,latin_or_other,93284,authortracker.com;harpercollins.ca;harpercollins.co.nz;harpercollins.co.uk;harpercollins.com;harpercollins.com.au;jamesrollins.com;rebeccacantrell.com
944,a78330fb05bb17da4a669dea3d0281ddb2ef2634dffcf901,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,785,True,False,latin_or_other,73223,
956,ea816dfc5eb9fc97a0cb5931b1195b24b7ae33156949ab22,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,4098,True,True,latin_or_other,138967,ers.usda.gov
